gene,wt_cross_sex_ll,ko_cross_sex_ll,is_wt_cycler
Mfn2,-269.8615316639001,-280.86543184148974,False
Mfsd10,-275.3586139535682,-236.94730210789243,False
Mfsd14a,-262.06029951713936,-252.33721966169057,False
Mga,-303.63318722599706,-252.99395098449833,False
Mgat1,-251.30280072670396,-256.51049883705974,False
Mgat2,-248.4896168260084,-236.54659652994167,False
Mgat4a,-323.4874061780223,-295.09504772661296,False
Mgat5,-369.34696096648247,-454.3539718994602,False
Mgll,-269.93668846158505,-318.71860105978254,False
Mgp,-321.9750948968699,-407.6519568867526,True
Mgrn1,-256.2234588013122,-274.1636491254117,False
Mgst3,-288.5972727335631,-279.17765336016953,False
Mia2,-269.4809962733579,-254.42689576618443,False
Mia3,-295.9221108683143,-266.40550667678104,False
Mib1,-253.10738581260398,-254.87093959779554,False
Mical1,-272.3146062915728,-254.68864050280888,False
Mical2,-280.533094656534,-272.6749789658942,False
Mical3,-260.4422906443442,-260.70494796820725,False
Micos10,-255.66928020436507,-242.0032359805608,False
Micos13,-277.2647386553859,-271.6000317509637,False
Micu3,-256.0664472576372,-246.44968177494044,False
Mid1ip1,-271.8029581403275,-274.5611340286702,False
Midn,-310.23152669025126,-323.9478425843254,False
Mien1,-257.572229056668,-256.5139965268951,False
Mier1,-264.00251341306466,-265.2317142143663,False
Mif,-279.6418438401369,-257.322359119515,False
Mif4gd,-294.77397182617767,-264.40664029536174,True
Mindy3,-252.3383870460741,-285.7315459684602,False
Mir100hg,-278.330416804096,-258.44825892490906,False
Mir22hg,-294.2412804716702,-257.62203428810176,False
Mir99ahg,-282.89211186227413,-262.47054226222235,False
Mkln1,-257.6973701583365,-266.14681520507713,False
Mknk2,-287.500800389915,-263.79728900509684,True
Mkrn1,-244.85626469845585,-253.92034905477857,False
Mlec,-287.9437319767521,-303.7624799480783,False
Mlf2,-254.76443378139535,-255.5386557481649,False
Mllt10,-269.0696886937012,-267.6615497446817,False
Mlx,-239.99866564158492,-256.2088168425447,False
Mmadhc,-263.22331387945997,-255.34692366307212,False
Mmd,-267.97252772658936,-283.75999143333115,False
Mmp17,-275.2759773254593,-264.4858081688056,False
Mmp23,-275.39339886473743,-256.78277631260715,False
Mmut,-271.2179107348836,-245.76256064573653,False
Mnat1,-242.41773826707242,-258.5789770703092,False
Mob1a,-302.6542552542994,-268.44942344535013,False
Mob1b,-248.86701359390122,-240.91704570303233,False
Mob2,-286.4855475036253,-310.25510450128894,True
Mob4,-272.61741967574267,-258.8206746853906,False
Mocs2,-274.8024143493861,-267.0885250546927,False
Mon2,-278.8714093001953,-259.8259617930935,False
Morf4l1,-249.91162684764564,-252.48171634484868,False
Morf4l2,-258.83040194202556,-248.91882808016163,False
Mosmo,-274.478986381282,-267.0384347668223,False
Mpc1,-289.2575920292859,-240.81456962104204,True
Mpc2,-265.3557125313878,-263.62974046550096,False
Mpdz,-258.21708707679676,-266.1828774416896,False
Mphosph10,-246.14512785073313,-255.4605587533519,False
Mphosph6,-257.1472784643045,-264.66166557554686,False
Mphosph8,-244.1111851488926,-251.67519105285632,False
Mplkip,-297.224685949493,-239.68820464891604,False
Mpnd,-242.80190254656594,-262.72802627764923,False
Mpp6,-267.6416167585283,-288.9018708220108,False
Mpp7,-275.93696610380823,-267.9261817673677,False
Mprip,-284.6456434279377,-245.3994739422034,False
Mpst,-237.43655935054434,-243.0670383832281,False
Mpv17,-270.6154989339329,-262.6155798350072,False
Mpv17l2,-253.43208168207713,-257.47560071124366,True
Mrfap1,-257.0668683613318,-251.90475149033017,False
Mrpl11,-259.3827750520233,-256.7942506430702,False
Mrpl12,-251.266867641562,-256.9493076389715,False
Mrpl13,-257.0040575613578,-236.78132571989397,False
Mrpl14,-268.79672003612023,-268.49215887304644,False
Mrpl15,-245.9083524889122,-258.06713484395533,False
Mrpl17,-254.88944042028032,-249.24337466460724,False
Mrpl18,-274.69093394138866,-262.6400314529725,False
Mrpl2,-266.470796241578,-273.3229363373604,False
Mrpl20,-265.5187773721716,-260.00443025066267,False
Mrpl21,-270.85814699630737,-262.9207291534375,False
Mrpl22,-266.4798831443926,-252.87352319335628,False
Mrpl23,-280.67527802092485,-270.83279809589493,False
Mrpl24,-285.6201502719156,-256.61312473375136,False
Mrpl27,-271.1548095271163,-249.25093094859707,False
Mrpl28,-246.55192715788428,-240.14556130629592,False
Mrpl3,-246.98571763324287,-253.29967100284858,False
Mrpl30,-273.2040720014493,-267.1520121727129,False
Mrpl32,-260.37502299744784,-270.0445140805524,False
Mrpl33,-274.1762118535409,-254.94661136045568,False
Mrpl34,-282.5257532171108,-274.503429468003,False
Mrpl35,-263.1494122303076,-258.8991297557982,False
Mrpl36,-247.43701986011646,-260.7004210714409,False
Mrpl38,-248.61303945157687,-276.2128753259203,False
Mrpl4,-255.52130931174435,-256.69936384277764,False
Mrpl41,-262.66561400427406,-249.18579485986135,False
Mrpl42,-259.91003085721024,-254.45388273814766,False
Mrpl43,-253.75936120211344,-251.63977876110874,False
Mrpl48,-251.84251725639382,-253.98491282805907,False
Mrpl51,-256.9317095100469,-256.450152666586,False
Mrpl52,-285.63211104922635,-256.629455019983,False
Mrpl53,-256.04630893409876,-253.32781423873695,False
Mrpl54,-280.3297854013167,-256.50747007060806,False
Mrpl55,-239.5640562740823,-240.70280525534847,False
Mrpl57,-266.68224368341873,-252.4450398789109,False
Mrpl58,-265.8305120791896,-254.88970233315615,False
Mrpl9,-258.37711747357747,-251.36963044932747,False
Mrps11,-257.1126930223796,-247.5355066958245,False
Mrps12,-256.4574304986513,-261.7276506101648,False
Mrps14,-289.4872568602279,-260.0034458744978,False
Mrps15,-246.62414775829,-271.04244247121505,False
Mrps16,-244.08972909489646,-244.04424282853785,False
Mrps17,-276.03353455891425,-255.50831213063503,False
Mrps18a,-286.5525782660745,-265.829098622238,False
Mrps18c,-260.01166583336,-239.33969485345997,False
Mrps21,-285.8002306781016,-248.65678062326407,False
Mrps23,-269.41459048038206,-252.17649756457743,False
Mrps24,-252.27491521671107,-259.5337137542095,False
Mrps25,-245.79163277415938,-250.00926087689624,False
Mrps26,-264.9073578669781,-255.36036114786165,False
Mrps28,-277.082249461091,-279.45217060520866,False
Mrps33,-285.52090181662777,-262.69604394249643,False
Mrps34,-256.96773879288173,-251.32727681326494,False
Mrps36,-258.2710408329465,-278.24428337292045,False
Mrps5,-270.23344143886885,-259.8075078798772,False
Mrps6,-274.0712072595886,-244.09976765334207,False
Mrps7,-278.0116272016963,-268.4226797179406,False
Mrps9,-268.66044802262456,-265.70520032613956,False
Mrto4,-246.31698739823008,-248.47289127867967,False
Mrvi1,-290.62751298084925,-282.03412874529477,False
Msantd4,-296.02746365636085,-276.4403717367468,False
Msi2,-278.58732589042904,-278.66386550504126,False
Msl1,-249.57708904306543,-252.9692555406748,False
Msl3,-249.43593705653709,-276.4391619288764,False
Msmo1,-254.5035857212062,-334.2789013963299,True
Msn,-275.7843612494256,-250.475248115264,False
Msra,-254.81939652196672,-253.96449640846592,False
Msrb1,-240.19498766890436,-268.5559593067731,False
Msrb3,-273.3738977974963,-264.7736558941864,False
Mt1,-309.34424923518526,-304.1822212485515,True
Mt2,-321.12837410976204,-322.0846125367737,True
Mta1,-297.6088919490861,-283.21851245250247,False
Mtap,-295.7307382576932,-263.0614291648059,False
Mtch1,-250.59991212443822,-252.40251675558144,False
Mtch2,-253.81504552203026,-252.69472213664483,False
Mtdh,-251.10059766634913,-250.39155862615485,False
Mtfr1l,-262.6353346314811,-261.3617664047627,False
Mthfd2l,-279.53455799754494,-264.0155339355334,False
Mtln,-259.8384472866646,-258.7643751157536,False
Mtmr3,-320.23785387093864,-268.1175977673317,False
Mtmr6,-262.02700413100047,-267.77862982414,False
Mtpn,-287.3446812313093,-251.87344374455762,False
Mtrex,-275.5046898614053,-252.8008120821145,False
Mtss1,-267.0798763257278,-264.472526401064,True
Mtss2,-326.89077565995257,-286.1709480521383,False
Mtus1,-264.8948762783707,-248.7218016219861,False
Mtus2,-280.15240311650393,-322.8435453139881,False
Mtx1,-245.12906522358574,-260.9172174186961,False
Mustn1,-322.416088113518,-287.95413636530435,True
Mvb12a,-245.9880760727725,-254.94683733940792,False
Mvp,-254.6109300429714,-254.26516348734506,False
Mxd4,-251.40260304637974,-250.47883595988242,False
Mxra7,-276.95781282971126,-259.55586601810063,False
Mxra8,-255.21314852522707,-274.10940954180705,False
Myadm,-288.8128747508873,-277.064654954056,True
Mybbp1a,-283.75940953306406,-248.33272510414406,False
Mycbp,-255.58201782622635,-242.4204419828792,False
Mycbp2,-281.72837706555225,-276.4132814239388,False
Mydgf,-255.3849476497715,-253.408051119026,False
Myg1,-254.21782722591988,-267.6442436788871,False
Myh10,-330.0075620788387,-292.0847798081726,True
Myh11,-332.6103359501173,-287.4629018207351,False
Myh9,-296.57357302628253,-303.926348046979,True
Myl12a,-300.6702200988803,-266.07780447292885,True
Myl12b,-267.1857671409168,-268.8352793398426,False
Myl6,-255.07990670570388,-264.5256504849681,False
Myl9,-278.37185557617966,-285.64551022672913,False
Mylk,-315.84562928266314,-294.7101882125937,False
Mylk4,-261.9040858932859,-276.7515045645866,True
Myo18a,-329.4128968031647,-293.6702826755221,False
Myo1c,-273.7207941638573,-257.90445683984257,True
Myo1d,-273.2208173448927,-273.88106394990876,False
Myo1e,-259.64783754771076,-265.8382174680933,False
Myo9a,-268.320053699415,-272.47224529785495,False
Myo9b,-299.14090202207115,-269.37263518535053,False
Myocd,-332.5824424691791,-310.6875432798063,True
Myof,-251.02556196745374,-268.9761326637237,False
Myom1,-318.2719984323868,-267.38247368509826,True
Myoz2,-322.49731900632764,-305.0413982303462,True
Mysm1,-239.2922831378208,-240.65021855032734,False
N4bp2l2,-242.09903328141547,-249.04366528329655,False
N6amt1,-247.9537821389045,-268.30790337094965,False
Naa10,-257.48982505177514,-260.74935731450705,False
Naa15,-250.8229732211308,-252.46233598416183,False
Naa20,-302.5461120195294,-235.89433761053897,False
Naa38,-275.19771722714745,-265.4114215435285,False
Naa50,-248.94498183581828,-245.90736799593805,False
Naa80,-284.13918023164206,-261.3164312930174,False
Nab1,-269.11257894383414,-299.43867266249913,False
Nabp2,-249.54531473395343,-250.0285229594501,False
Naca,-258.6266901443339,-252.3132630716232,False
Nacc2,-304.8554175689625,-286.7703205159636,False
Nadk,-297.7079366493572,-262.09152655584666,False
Nae1,-249.06863125730786,-253.46359373456056,False
Naf1,-251.97296982626114,-260.561355816945,False
Nagk,-253.47472441642924,-255.41441776675254,False
Nampt,-295.71392074030825,-260.101782850075,True
Nap1l1,-280.7622000635597,-259.13194451014033,False
Nap1l4,-249.5470747370866,-246.31900600307802,False
Napa,-257.11550337087635,-253.70538965969644,False
Napepld,-263.8383536729546,-252.66654631555014,True
Napg,-244.66699687765868,-246.83508304697662,False
Nars,-242.0011087965013,-245.9630913272931,False
Nasp,-283.3370849302628,-276.05060293030067,False
Nav1,-331.21491837103144,-350.48630619646156,False
Nav2,-279.97833672574194,-266.13751421915305,True
Naxd,-256.32954896949303,-268.34817713296593,False
Naxe,-242.75061506129163,-247.15794776544539,False
Nbdy,-255.77872859086455,-259.91655388049423,False
Nbeal1,-254.28952925420896,-253.6215401594398,False
Nbl1,-252.9776213668081,-267.5839226095792,False
Nbr1,-290.1103325726023,-260.11910148656915,False
Ncald,-261.10671661598116,-303.66080479250076,False
Ncam1,-265.11454805568485,-268.162301526011,False
Ncaph2,-249.8015104632545,-273.47865958685867,False
Ncbp2,-249.99596779279264,-252.73985275780592,False
Nck1,-266.91918433372496,-271.7822183337985,False
Nckap1,-274.9676774991607,-262.9793691523507,False
Ncl,-254.36596303048117,-251.56994748498386,False
Ncoa1,-251.25531813626023,-269.00738077043883,False
Ncoa3,-265.6638709672126,-261.02953290820255,False
Ncoa4,-239.0121189495537,-255.82716321770255,False
Ncoa7,-308.1874287109548,-257.13940593364737,True
Ncor1,-281.8931036831242,-259.1624808612608,False
Ncor2,-335.0774228215411,-270.7240260035973,False
Ndel1,-267.8097120911361,-266.63224617093675,False
Ndfip1,-301.596901513381,-245.16443292780522,False
Ndfip2,-301.742440390357,-270.59484836038746,False
Ndrg1,-265.69019859985167,-261.0129943786385,True
Ndrg2,-327.04102928022337,-294.01728593332246,True
Ndst1,-285.1010527797837,-262.3486081711603,False
Ndufa1,-283.5522600876327,-257.1186323835064,False
Ndufa10,-255.98211694197835,-270.69083379241596,False
Ndufa11,-279.6368786460891,-246.76652814981344,False
Ndufa12,-270.51271275758813,-263.8776113667671,False
Ndufa13,-291.4778493651663,-265.6205701993559,False
Ndufa2,-276.5079108996879,-253.12686624933275,False
Ndufa3,-295.1548583639088,-265.51504512034376,False
Ndufa4,-264.77372451225256,-258.81172498035056,False
Ndufa5,-275.3600670056576,-252.76613649441748,True
Ndufa6,-267.79439574261664,-281.5857438576235,False
Ndufa7,-279.6222189552899,-262.41464024695966,False
Ndufa8,-263.266370291664,-243.89360474892618,False
Ndufa9,-270.07963839979016,-265.5852251678791,False
Ndufab1,-307.1926891505363,-274.93061581925986,False
Ndufaf2,-262.9251105354342,-256.55806863467734,False
Ndufaf3,-257.22366764164127,-262.6191841220872,False
Ndufaf4,-258.7854556466055,-276.2217486516763,False
Ndufaf8,-255.66524928888964,-256.3527359916485,False
Ndufb1-ps,-296.1486259959952,-260.03093531633044,True
Ndufb10,-266.2645564260716,-251.0929807895408,False
Ndufb11,-261.08776140844594,-254.22023649105174,False
Ndufb2,-294.02255373763387,-261.82894376348685,False
Ndufb3,-264.2283574413794,-254.44564121128099,False
Ndufb4,-277.89599020837454,-261.50850869202833,False
Ndufb5,-263.7768385120622,-248.88842372280757,False
Ndufb6,-264.03302806450534,-248.24802547786737,False
Ndufb7,-262.80728889668694,-251.0497174283228,False
Ndufb8,-278.480716133553,-241.88870257607596,False
Ndufb9,-256.56533887702045,-259.7278201577997,False
Ndufc1,-276.13308788634424,-261.42252690700235,False
Ndufc2,-279.21775818618534,-238.64811556666046,False
Ndufs1,-242.0188849967721,-249.26869099667343,False
Ndufs2,-266.33394845641925,-266.5845017436204,False
Ndufs3,-276.38341486893705,-251.41171874284484,False
Ndufs4,-263.6055146261329,-255.97730641378462,False
Ndufs5,-276.31836010523045,-256.7311626674445,False
Ndufs6,-271.4761834222696,-251.33890765673874,False
Ndufs7,-255.29733813321573,-270.44714893030147,False
Ndufs8,-258.9123045296101,-249.3031580867352,False
Ndufv1,-246.7160417971463,-244.27774322807093,False
Ndufv2,-275.09424383319885,-262.5373586711013,False
Ndufv3,-274.937576755445,-235.79342989740104,True
Neat1,-509.5355480805755,-496.7149024087816,True
Nedd4,-263.18239505785357,-272.5816078936862,False
Nedd8,-243.83460665397808,-255.52906506145473,False
Nedd9,-276.98143690927236,-260.26508238624206,False
Nek7,-260.3827265385709,-275.5408110079711,False
Nek9,-296.0159395257716,-313.76443029801464,False
Nelfb,-260.30754130933076,-266.36208949967096,False
Nelfe,-274.47665348376904,-255.85771170710674,False
Nemf,-269.16576600212636,-262.13144650669756,False
Nenf,-257.8105348391731,-250.61694438131235,False
Neo1,-310.8963712769339,-343.7252742106697,False
Nes,-288.3985547201172,-265.90915064978253,True
Net1,-264.18036221184707,-326.47535142452614,True
Nexn,-323.8145090182469,-239.95758225970457,True
Nf1,-249.53729700896025,-241.83136431461824,False
Nfat5,-271.44986953843477,-257.9645946524522,True
Nfe2l1,-290.6671002382723,-263.2171732813335,False
Nfe2l2,-272.06386261951394,-287.3681092372759,True
Nfia,-264.70912086936005,-280.68876608971703,False
Nfib,-265.3526884994195,-299.1284169900871,False
Nfic,-309.89677905176393,-273.57156925809437,False
Nfil3,-500.09560785224323,-309.6505036812122,True
Nfix,-281.77165759499184,-275.7265965191019,False
Nfkb1,-260.33018119897685,-269.7305840861775,False
Nfkbia,-328.7915623540055,-353.9101626549062,True
Nfkbiz,-364.7436295314245,-391.29235791715143,False
Nfu1,-266.25540443280477,-252.31254904435178,False
Nfx1,-254.43265499589148,-256.64820458451834,False
Ngdn,-261.5036320900095,-257.98136346017844,False
Ngly1,-266.4316305427715,-252.3378264944276,False
Nhlrc2,-248.81943097753057,-257.05086240366643,False
Nhp2,-287.3099133935664,-292.37472595564407,False
Ninj1,-247.59919995274348,-275.7746693640873,False
Nipa2,-266.62835174227234,-267.77569619310736,False
Nipbl,-287.8987678368387,-262.8254631857819,False
Nisch,-283.93976484278824,-261.33234923527664,False
Nit1,-256.61872972451675,-274.7162870619061,False
Nkap,-259.66019937655875,-252.91288942020944,False
Nkd1,-307.65253985256805,-328.80876738129524,False
Nktr,-281.7122606936105,-245.69372348789346,False
Nme1,-261.2700938014899,-280.6018863841035,False
Nme2,-271.49053886232144,-276.23007981980027,False
Nmt1,-427.0951262912986,-259.7031884586132,True
Nmt2,-374.99569108120625,-260.72432471268996,True
Nnmt,-253.72521523432948,-283.38153403478873,False
Nol11,-251.13857935461067,-251.5167125775622,False
Nol12,-270.2270482711392,-268.9406243714648,False
Nol7,-262.35715434478413,-260.8760377401058,False
Nolc1,-275.75116633054296,-237.49812269522567,False
Nomo1,-276.4442191911845,-285.4203972810368,False
Nono,-237.85270421979357,-243.68525377759013,False
Nop10,-255.13091535448916,-255.92365207577035,False
Nop14,-253.03034569677436,-260.569457504825,False
Nop53,-257.6519964444857,-279.09138339277985,False
Nop56,-254.4178119753375,-246.92314986986173,False
Nop58,-268.5391647176833,-245.51934772438506,False
Nosip,-253.02774824815563,-242.86401698668243,False
Notch2,-281.3317857365558,-289.4464876945006,False
Nox4,-273.084607438658,-279.59312745360137,True
Npc2,-274.34981075527645,-260.077767323223,False
Npdc1,-247.03423605110495,-254.38192897142125,False
Npepl1,-242.46768645706078,-260.1063658401712,False
Npepps,-287.7739777916257,-258.56077484151155,False
Npm1,-271.37160064020463,-254.5856211018369,False
Npm3,-259.70732048864505,-286.60228334530717,False
Npnt,-273.3247910078302,-257.03791401584033,False
Npr1,-256.2910443450539,-258.32610398798795,False
Npr2,-281.29094762568457,-271.276688364999,False
Nptn,-263.18072576791064,-249.2187267661842,True
Npy1r,-300.58502318381557,-248.57075175246865,True
Nr1h2,-241.37356097120335,-239.61350915529476,False
Nr2c2,-262.8309562560054,-266.62599586538835,False
Nr2f2,-278.66294461520164,-339.191750196512,False
Nr2f6,-273.7304251536583,-246.7751899909855,False
Nr3c1,-256.558659571771,-255.41270205684464,False
Nr4a1,-482.1527529418774,-493.95289763851343,True
Nr4a2,-497.71670822088345,-397.0834299679256,True
Nrbp1,-254.55044236323542,-248.26905640884524,False
Nrd1,-244.78021339944354,-251.1074869994161,False
Nrep,-255.01093249790117,-280.5260102566107,True
Nrip1,-285.9662993720171,-260.3584461408095,False
Nrp1,-262.6851007969443,-279.3760849296244,False
Nrtn,-486.870024502265,-506.3589521699374,True
Nsa2,-285.1007328434994,-268.8686165533785,False
Nsd1,-271.28408662817577,-260.0896906436952,False
Nsd3,-248.44534709131142,-238.9981506925194,False
Nsfl1c,-249.9947511461172,-249.52392771779844,False
Nsmce1,-251.79303711941,-228.8384171871807,False
Nsmce3,-295.6682387830242,-256.90498993253766,False
Nsmce4a,-290.5066837113467,-263.50628814122837,False
Nsrp1,-264.4143133641145,-242.92130696951895,False
Nt5c,-252.12928820689663,-243.65896469411072,False
Nt5c2,-282.2539827636522,-259.027176808296,False
Nt5c3b,-263.35516006932005,-252.2194749977076,False
Ntan1,-270.4958291096315,-243.07329108756898,False
Ntf3,-341.09555223585977,-311.7042375284042,True
Ntn1,-288.2404272896812,-389.19710045259103,False
Ntrk3,-320.8220444929383,-285.32709803932073,False
Nuak1,-419.47036217367804,-343.34865521431163,True
Nub1,-272.3679333446677,-282.4981796765597,False
Nucb1,-268.3031752016399,-281.98830769475455,False
Nucb2,-287.840309852055,-287.3896306792791,False
Nucks1,-258.16200223231624,-254.3013372175911,False
Nudc,-241.30090467803674,-270.0081180346519,False
Nudcd2,-281.4164603949423,-263.64996646614986,False
Nudcd3,-294.9974729672125,-259.36431989310813,False
Nudt18,-254.35111570657278,-248.82593032686094,False
Nudt21,-258.7174643630304,-246.16871742922316,False
Nudt3,-269.7940278951504,-249.52156349114034,False
Nudt4,-258.6006433784529,-257.79277193273583,True
Nudt9,-237.44037291921518,-249.9407490557519,False
Nufip2,-257.44514711516405,-259.77806280716027,False
Numa1,-259.00585342985136,-267.2270287186906,False
Nup88,-248.34089246402945,-284.55141068507265,False
Nup98,-288.6559678137713,-269.26082936168086,False
Nupr1,-303.5719250068379,-406.6169849599496,True
Nus1,-260.67426884693765,-243.06310999505467,False
Nxn,-248.3012930554504,-267.3660038584659,False
Oard1,-315.68758558220435,-262.291775484778,True
Oat,-264.7160200377472,-257.5362662465545,False
Oaz1,-269.01141198356703,-262.84949060340676,False
Oaz2,-279.90802518928393,-273.63521629480124,False
Ociad1,-252.51605599103215,-257.95295468973706,False
Odc1,-314.00012019627604,-276.93651428355685,True
Odr4,-257.5126440763785,-254.52210388611883,False
Oga,-251.93567855689724,-254.04077870405126,False
Ogdh,-313.3947804171449,-278.1328760346079,False
Ogn,-271.5748054041909,-403.21899196194744,True
Ogt,-263.03395383943774,-270.590998534754,False
Oip5os1,-269.63707595154347,-267.2443396656944,False
Ola1,-264.4565919978999,-256.4295419056669,False
Olfml2b,-273.7034310044448,-283.1927177558463,False
Olfr1033,-303.30138207709115,-264.13674205861196,True
Optc,-351.67635621688333,-355.6757279519698,True
Orai3,-264.6230512976162,-264.0322832247934,False
Orc4,-263.1727486136656,-267.0213274966419,False
Ormdl3,-265.3529295214155,-258.91934402304435,False
Os9,-238.67824036041873,-275.6655874774785,False
Osbp,-314.43096831148875,-248.87173242378086,True
Osbpl1a,-266.4271500947983,-250.99391263701943,False
Osbpl3,-281.2524902647223,-302.7101327110999,True
Osbpl5,-266.6439837821116,-304.01517670115345,False
Osbpl9,-277.0145672470684,-267.7404462709569,False
Osgep,-249.9223237079167,-250.03349068078674,False
Osr1,-345.412186044718,-256.273083147581,True
Ost4,-246.944017344653,-250.64927674094596,False
Ostc,-289.5267627663742,-258.7751378440843,False
Ostf1,-273.0050041362203,-240.69645453221247,False
Otub1,-270.8459493886462,-257.9398117736383,False
Otud1,-303.02212516348135,-289.1052901648984,False
Otud6b,-281.365289602678,-270.1679176758978,False
Otud7b,-265.81204986144576,-258.27159703322667,False
Otulin,-249.11001818820307,-253.38815833871018,False
Oxct1,-226.32910182649243,-260.06065868463224,False
Oxr1,-263.2970800004009,-273.5019355538888,False
Oxsr1,-262.7693419920207,-258.7239146518513,False
P3h3,-272.3854146377287,-273.30335642578166,False
P3h4,-236.07358142735208,-235.5265238581663,False
P4ha1,-301.00683583692023,-263.06385789355386,True
P4ha2,-256.4657793198455,-277.491390852849,False
P4hb,-286.4453685500468,-253.9710510713437,False
Pa2g4,-257.0562602172798,-252.03051348058955,False
Pabpc1,-283.3503019094176,-263.3674449480381,False
Pabpn1,-255.1487832269415,-259.92119908347104,False
Pacsin2,-243.9724130772103,-271.21457942598727,False
Pacsin3,-248.8175945974931,-270.26381308502675,False
Paf1,-295.4297287266011,-239.3788852957449,False
Pafah1b1,-264.764547634585,-257.1901285728083,False
Pafah1b2,-245.46773246220758,-243.6274964472334,False
Paics,-232.60075761985524,-236.09976270885397,False
Paip1,-245.62178876563888,-241.65843285056667,False
Paip2,-287.29517354661914,-258.05711359388874,False
Pak1ip1,-266.2161693336461,-270.66860217440285,False
Pak2,-293.7039842215892,-258.9528459985532,False
Pakap-1,-296.5260172177298,-261.85175674183745,False
Palld,-271.0005217264446,-275.9521613100875,True
Pam,-288.5381403536644,-338.9721738880941,False
Pam16,-287.50765726637167,-243.6200778681217,False
Pamr1,-280.19018062132034,-318.1969986113952,False
Pank3,-259.0536678654505,-254.3086783723497,False
Papola,-245.308608736577,-244.28848126518648,False
Papss1,-268.2312716520816,-259.72954938239616,False
Pard3b,-270.9132004260396,-286.17920550480005,False
Park7,-245.5998613253005,-243.4797177677279,False
Parl,-270.7687978790769,-261.24791022234353,False
Parm1,-344.55016062357515,-370.8398241406147,False
Parp3,-254.88846676400834,-271.3796252466396,False
Parva,-267.8370217331522,-258.4966968970282,False
Pawr,-259.39278757099123,-230.35028449762285,True
Paxx,-291.0550914453356,-259.25261292739617,False
Pbdc1,-343.4685629870287,-407.65120218645023,False
Pbrm1,-266.8966405637425,-271.8268860108631,False
Pbx1,-273.22052730486433,-294.3373007867767,False
Pbxip1,-291.15157449025133,-265.7162083934582,False
Pcbd2,-282.0969623243983,-261.3538081724024,False
Pcbp1,-252.6304190809454,-253.53057942496113,False
Pcbp2,-259.5239516049507,-260.139868070568,False
Pcbp4,-282.0182645079508,-273.67931671510195,False
Pcdh7,-292.8135954864751,-257.36770140805976,False
Pcf11,-266.95183758679354,-301.87250900161195,False
Pcgf5,-268.60607560112913,-253.11732814898298,True
Pcif1,-256.8736095446519,-247.94596677803733,False
Pck2,-253.2306952414296,-249.33495688955742,False
Pcm1,-268.5433995066353,-267.55819187283294,False
Pcmt1,-235.101143396367,-249.32073004894318,False
Pcmtd1,-256.78159578608313,-265.0557734559258,False
Pcna,-261.13249013576126,-253.84297586274758,False
Pcnp,-268.1867068006204,-244.92840901794938,False
Pcnx,-256.9243202625698,-258.8525396647489,False
Pcolce2,-324.59772188474767,-394.9590719385846,False
Pcp4l1,-303.6560120018562,-278.0260063588638,False
Pcsk5,-351.64792224780666,-321.52099572266053,True
Pcyox1,-280.19668805775365,-279.1085466496776,False
Pcyt1a,-314.64172422802477,-261.4353025051778,False
Pdap1,-254.98547509432558,-259.6951504187007,False
Pdcd10,-257.7617829959097,-243.31810706787564,True
Pdcd4,-309.6140023087996,-264.15622336955005,True
Pdcd5,-264.23683279308557,-260.1007620688656,False
Pdcd6,-274.80824269329565,-252.70551316497887,False
Pdcd6ip,-278.25865558794396,-283.9898163880949,False
Pdcd7,-252.6059809007972,-255.8138750104751,False
Pdcl3,-284.3924707728822,-269.6374940219178,False
Pde1a,-267.87121030379313,-284.7369271413494,False
Pde3a,-264.78094943034864,-278.86286501717797,False
Pde4a,-318.7736678061309,-362.95760191580655,False
Pde4b,-303.28256442858816,-245.88352300795984,True
Pde4dip,-288.14418466090666,-254.86085623986065,False
Pde5a,-290.68734888225447,-269.7243729828966,False
Pde6d,-255.93980648008375,-261.75877286175967,False
Pdgfa,-252.60454151781107,-276.20524401346296,False
Pdgfd,-294.2940894267116,-264.7321575920855,True
Pdgfrb,-289.0152879895172,-342.36671342625175,False
Pdha1,-247.94290104917383,-255.13235232935682,False
Pdhb,-257.913692502469,-255.74364413762015,False
Pdia3,-251.16733023288427,-248.0752332328032,False
Pdia4,-260.9529824794239,-259.4260457561316,False
Pdia6,-273.4247916581169,-248.43199226120117,True
Pdlim1,-294.2336008780777,-263.89832639084517,False
Pdlim2,-268.7259127829983,-256.59130786208107,False
Pdlim3,-273.0662956419168,-243.5339708634637,False
Pdlim4,-327.27321534281975,-279.93942562708673,True
Pdlim5,-304.1826247924075,-256.4434787561427,False
Pdlim7,-253.41438300683242,-245.3245310397587,False
Pdpk1,-258.5905967661655,-263.2290183985309,False
Pdrg1,-254.40752100275046,-255.45471171280224,False
Pds5a,-274.1714459442726,-254.81098884582366,False
Pds5b,-255.5355634477404,-267.6440549074048,False
Pdxdc1,-267.1828162798978,-259.144671970366,False
Pdzd11,-288.54847969970524,-256.2695120027596,False
Pdzd2,-320.1846357832392,-234.62973624429029,True
Pdzd8,-270.80020864346875,-247.8244865953595,False
Pdzrn3,-281.51460041124767,-288.57129602041016,False
Pea15a,-260.1969561647153,-343.2859782794829,False
Peak1,-266.05967904054853,-262.97462444265005,False
Pebp1,-262.1183178683226,-253.06144972641812,False
Peg13,-274.8830638166246,-263.7227023934688,False
Peg3,-276.2500583942069,-266.19401210663375,False
